ID,YEAR_STA,TARGET,WHERE,REGIOTYP,BUYPOWER,CASATYP,STRTYP,VAL_TIER,FAMGROUP,AGEGROUP,ANTDT,ANZHH,ANZGEW,CAR_DENS,CAR_PERF,PROB_BUS,PROB_AUT,PROB_JEE,TYP1,TYP2,TYP3,TYP4,TYP5,TYP6,TYP7,TYP8,TYP9,PROB_DAILY,PHARM1,PHARM2,PHARM3,PHARM4,PHARM5,PHARM6
"362,951","1,996",0,0,16,1,1,1,2,7,5,9,2,0,10,5,6,6,2,5,4,3,3,5,5,7,5,6,8,3,4,7,7,2,1
"244,465","1,994",0,0,12,1,4,1,9,5,3,1,11,1,4,2,6,9,0,4,3,1,2,4,5,3,5,2,8,3,7,3,4,5,1
"101,294","1,989",0,0,16,4,1,2,2,9,4,9,1,0,10,2,6,5,2,6,7,6,7,2,4,6,7,6,6,3,3,2,5,5,3
"376,957","1,997",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"375,130","1,997",0,1,11,-1,5,1,9,2,4,3,20,1,6,5,3,7,0,3,5,3,3,3,3,5,1,2,,1,5,1,4,7,6
"256,450","1,995",0,1,16,-9,1,4,8,5,4,6,2,0,6,1,6,9,0,3,1,1,2,5,3,4,3,1,,1,1,1,7,5,4
"373,661","1,997",0,1,14,-8,1,3,2,7,4,5,1,0,10,1,0,2,1,4,1,1,5,3,1,1,1,1,,4,1,3,4,6,6
"344,963","1,996",0,0,15,3,1,3,8,5,6,9,2,1,5,4,6,8,0,7,3,4,5,5,1,5,2,3,1,3,1,7,2,5,2
"268,189","1,995",0,0,16,5,1,3,2,8,5,6,1,1,10,8,6,3,1,2,3,6,6,1,7,2,5,6,6,7,4,6,5,5,3
"383,351","1,997",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"393,788","1,997",0,0,11,4,1,1,2,8,4,3,2,0,5,6,6,5,1,1,4,2,3,1,7,1,2,1,3,7,6,4,3,3,3
"26,880","1,991",0,0,12,5,2,3,5,5,4,7,4,3,6,7,6,9,2,7,5,4,2,7,1,5,3,6,6,3,4,4,7,4,6
"263,161","1,995",0,1,15,-5,2,1,3,5,6,6,5,0,4,3,6,1,0,2,2,1,5,4,2,1,2,5,,4,1,7,1,6,7
"66,281","1,993",0,0,15,3,1,1,5,4,4,6,1,0,5,3,3,6,0,4,3,2,6,2,4,1,3,5,3,4,1,7,1,6,4
"82,032","1,991",0,1,16,-9,1,4,2,8,4,8,1,1,9,1,6,4,0,2,5,2,2,4,4,5,2,1,,3,1,1,7,1,1
"382,985","1,997",0,0,13,6,2,3,8,6,3,1,4,0,8,8,6,5,3,6,4,2,1,4,2,6,1,3,1,6,2,1,5,5,4
"323,701","1,996",0,0,12,9,1,1,1,3,5,9,1,0,8,8,3,7,1,4,3,6,3,2,6,4,6,4,7,7,2,1,2,6,4
"363,713","1,996",0,0,12,8,1,1,1,7,6,9,1,0,7,8,6,6,0,5,5,2,5,2,2,6,5,5,5,5,1,4,4,1,7
"359,157","1,996",0,0,15,3,1,3,1,9,2,6,2,1,10,5,3,4,2,7,1,2,7,7,1,4,1,1,8,5,3,4,7,4,1
"274,486","1,995",0,0,12,9,1,1,6,7,3,1,1,0,8,8,6,6,0,4,5,6,5,3,3,7,2,6,7,1,1,5,4,4,7
"277,304","1,995",0,1,16,-8,1,3,3,5,4,8,1,0,10,1,3,8,1,3,1,3,3,5,5,3,1,3,,6,7,7,6,7,6
"102,867","1,993",0,0,14,8,1,1,1,5,5,3,2,0,5,10,0,3,2,7,1,7,5,2,1,5,5,6,8,7,3,7,1,2,1
"50,284","1,993",0,0,11,3,3,3,7,5,3,3,7,2,3,8,0,7,0,3,4,6,5,4,5,1,1,5,2,1,5,5,3,7,3
"388,084","1,997",0,0,15,4,5,1,7,1,4,3,40,2,7,8,0,6,2,2,1,7,1,7,7,6,1,1,1,1,6,2,7,2,3
"392,321","1,997",0,0,11,3,3,4,8,8,4,7,6,1,3,3,3,2,0,5,6,6,5,5,7,6,2,5,7,5,6,2,6,5,1
"374,147","1,997",0,0,16,4,1,1,1,4,4,6,1,1,8,10,6,5,2,4,5,5,4,4,2,5,5,2,7,2,1,3,7,3,5
"271,921","1,995",0,0,15,4,1,1,3,6,4,9,1,0,10,3,6,8,3,6,3,3,4,1,1,3,2,5,2,2,4,5,4,5,4
"369,909","1,997",0,0,11,9,2,1,4,5,6,9,3,0,4,10,0,3,2,6,2,7,5,1,2,7,7,4,6,3,2,3,5,7,5
"350,796","1,996",0,1,14,-5,1,3,4,7,4,9,2,0,9,2,0,6,3,5,2,1,4,2,3,2,3,2,,1,4,7,4,1,5
"89,488","1,985",0,0,13,6,1,1,4,8,5,5,2,0,6,9,6,1,0,5,1,5,1,3,5,4,7,6,7,3,2,4,7,1,3
"296,211","1,995",0,0,13,9,1,1,1,6,4,8,1,1,6,4,0,3,0,2,3,2,7,2,4,7,6,6,5,4,5,2,4,6,3
"23,477","1,988",0,0,15,2,1,1,7,9,5,6,1,0,3,2,6,9,0,1,7,7,7,7,1,6,3,3,8,4,2,7,7,4,1
"345,142","1,996",0,0,13,1,3,1,8,2,4,4,7,0,7,2,6,4,0,4,7,1,4,3,7,1,2,2,1,5,7,2,7,4,2
"25,356","1,990",0,0,13,1,1,1,1,7,4,5,1,0,10,3,3,6,0,2,2,2,5,3,4,4,4,3,5,3,6,1,7,1,6
"252,106","1,994",0,0,16,1,2,2,5,8,5,5,3,1,4,9,0,3,3,5,1,2,6,2,6,7,6,4,7,4,4,4,7,1,6
"72,293","1,993",0,0,16,3,1,1,2,8,5,8,1,0,10,4,3,6,2,6,1,1,5,3,3,7,6,3,2,1,2,6,7,1,1
"275,362","1,995",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"296,920","1,995",0,0,14,4,2,2,5,5,4,7,3,0,2,6,0,4,0,1,3,1,7,1,1,6,2,3,1,1,6,2,6,1,2
"252,928","1,994",0,0,15,5,1,3,9,8,4,6,2,1,9,6,6,5,0,4,7,1,1,7,2,1,2,2,5,7,4,5,7,1,2
"335,008","1,996",0,0,11,2,5,1,8,1,4,2,30,0,4,8,0,7,2,2,5,5,3,6,7,3,2,3,4,6,6,2,6,7,1
"76,774","1,991",0,1,16,-9,1,3,7,9,5,5,1,0,2,1,3,9,3,4,1,5,3,1,4,1,2,4,,1,4,6,1,3,7
"248,290","1,994",0,0,11,5,2,2,7,3,3,3,4,2,3,3,0,6,2,3,2,3,6,6,6,3,5,6,3,5,4,5,3,7,3
"391,711","1,997",0,1,13,-2,2,3,4,6,4,8,3,0,10,2,0,5,0,3,5,1,1,4,5,3,1,2,,6,3,2,2,6,6
"9,029","1,987",0,0,15,6,1,1,3,7,3,7,1,0,7,6,6,5,2,7,6,4,5,2,1,7,7,3,7,6,3,6,2,5,5
"88,797","1,990",0,1,11,-2,1,4,6,7,2,6,1,0,8,9,3,3,0,1,2,5,2,1,1,1,5,4,,7,1,1,1,6,7
"215,844","1,994",0,0,16,8,1,1,1,8,4,7,1,0,5,8,3,4,3,5,6,2,6,3,5,6,6,7,7,6,3,6,6,4,3
"41,611","1,992",0,0,11,4,3,1,6,7,3,1,5,2,3,6,6,9,1,3,4,5,7,2,2,1,7,7,5,7,4,3,1,7,6
"267,852","1,995",0,1,11,-3,2,1,5,1,5,9,3,1,7,3,3,5,2,3,3,2,3,4,4,1,3,4,,1,4,2,4,1,4
"84,693","1,993",0,1,13,-7,2,3,5,9,3,2,2,2,8,4,3,2,3,3,2,1,1,1,4,3,4,1,,5,2,3,4,6,6
"64,641","1,981",0,0,12,7,1,1,1,7,5,9,1,0,1,6,6,5,1,2,5,7,5,4,7,6,7,1,3,7,2,5,4,1,3
"352,519","1,996",0,0,12,8,5,1,6,5,4,3,21,2,9,2,3,2,0,1,4,4,1,6,7,5,5,1,7,6,4,1,2,1,5
"48,918","1,993",0,0,13,5,3,1,5,8,5,7,6,1,1,9,3,5,0,3,5,7,7,3,2,2,2,7,3,5,6,2,1,7,5
"82,388","1,990",0,1,13,-1,4,2,9,8,2,7,10,2,5,6,0,8,0,1,5,3,1,4,5,4,5,4,,4,3,1,2,2,1
"354,933","1,996",0,1,12,-8,1,1,1,7,4,5,1,0,10,1,0,6,1,5,5,5,3,5,5,5,3,5,,7,3,7,5,2,4
"359,758","1,996",0,1,13,-5,1,1,1,4,6,9,1,0,8,1,3,3,0,1,5,2,2,3,4,4,3,4,,7,2,3,1,6,6
"25,600","1,993",0,0,15,3,1,1,2,6,3,6,1,0,8,2,3,4,3,2,1,6,3,2,7,4,3,3,6,3,5,2,6,1,4
"379,008","1,997",0,0,11,8,1,1,9,3,3,2,2,0,6,5,6,4,0,3,1,4,5,3,3,1,7,5,3,6,3,4,1,2,5
"362,253","1,996",0,1,13,-8,1,1,8,1,4,4,1,0,10,2,3,8,1,5,4,1,1,4,5,1,1,5,,4,2,3,2,6,7
"314,026","1,996",0,0,15,6,1,1,5,7,4,4,2,0,10,4,6,5,0,5,6,4,6,4,6,6,3,6,8,1,5,3,6,1,4
"370,152","1,997",0,0,15,1,2,1,8,4,3,1,3,0,1,6,3,5,1,7,4,5,7,1,2,7,1,5,6,1,4,7,7,2,1
"326,708","1,996",0,0,13,3,2,3,6,4,3,6,4,1,6,7,6,6,3,2,2,1,6,2,6,2,7,7,4,5,6,7,5,6,4
"332,855","1,996",0,0,15,8,2,1,6,8,3,5,4,0,7,7,0,2,3,1,1,7,1,2,1,1,2,1,8,4,5,5,4,2,4
"361,125","1,996",0,0,15,8,1,3,5,7,3,1,1,0,7,4,3,1,1,7,7,5,6,4,7,5,5,4,2,5,7,5,3,4,2
"301,491","1,995",0,0,11,3,2,2,6,4,6,1,3,2,2,7,0,7,2,7,1,1,2,1,7,1,2,6,7,6,4,3,4,1,1
"70,002","1,992",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82,570","1,991",0,1,13,-1,1,1,1,6,6,4,1,0,5,9,,6,3,1,5,1,2,5,2,3,4,2,,7,2,1,1,7,3
"281,890","1,995",0,0,12,9,2,1,4,1,5,7,5,0,4,8,3,5,0,2,3,5,7,4,4,3,2,7,8,2,2,2,2,7,3
"282,521","1,995",0,0,12,8,1,1,3,2,3,7,2,0,10,6,3,6,1,7,4,7,6,5,4,7,6,5,4,1,5,2,2,6,5
"381,047","1,997",0,1,16,-8,1,1,2,2,5,8,1,0,4,3,3,2,0,1,5,2,4,1,2,2,2,5,,5,2,7,1,6,6
"319,709","1,996",0,0,15,2,1,4,2,9,4,2,1,1,10,4,3,3,2,7,6,7,1,1,7,7,3,4,1,5,5,4,7,2,2
"391,559","1,997",0,0,11,7,3,1,6,1,4,1,7,0,3,1,0,5,0,1,5,7,6,7,7,1,7,7,3,1,3,3,3,3,7
"71,133","1,990",0,0,16,1,1,1,7,8,5,7,1,0,9,4,6,8,2,1,7,3,1,3,3,1,4,5,8,4,4,7,3,5,1
"30,910","1,993",0,0,16,1,1,3,8,1,4,8,2,0,7,4,3,9,0,1,7,1,4,6,6,1,1,6,1,2,7,6,2,2,1
"390,884","1,997",0,1,12,-2,1,1,1,6,4,4,1,0,10,3,3,6,1,,,1,,,5,,,,,1,2,7,6,1,6
"370,256","1,997",0,0,16,1,3,1,9,7,5,5,6,0,10,2,6,7,2,2,1,6,1,3,5,4,1,1,3,2,7,7,2,4,5
"346,998","1,996",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"286,688","1,995",0,0,15,7,2,1,5,7,5,3,4,0,10,5,3,9,0,4,1,6,1,6,7,1,1,1,8,7,7,5,2,2,2
"366,101","1,996",0,0,16,3,1,1,2,6,6,4,1,0,9,7,0,3,3,6,5,4,4,1,2,1,3,3,6,3,3,4,7,3,3
"31,081","1,992",0,0,16,3,1,4,5,8,5,6,1,0,4,5,6,7,0,1,6,6,7,3,6,3,7,3,5,3,7,6,6,3,2
"259,494","1,995",0,0,15,1,1,1,8,9,5,6,1,0,4,8,6,9,3,6,7,6,4,7,7,2,6,2,5,2,7,6,1,4,4
"371,698","1,997",0,0,16,1,1,1,6,5,5,7,1,0,8,10,6,8,2,6,6,4,5,2,6,4,3,2,8,1,4,7,3,4,1
"259,260","1,995",0,1,15,-5,3,1,3,2,5,9,8,0,2,1,0,3,0,1,5,2,4,3,3,3,1,4,,3,1,3,5,3,5
"389,542","1,997",0,0,11,3,1,1,5,6,4,1,1,0,10,6,,7,2,,,,,,,,,,,,,,,,
"313,754","1,996",0,1,16,-9,1,1,1,7,4,8,1,0,1,5,6,1,0,2,2,5,2,4,3,4,3,1,,1,1,7,5,2,4
"299,362","1,995",0,0,16,1,1,1,5,7,6,7,1,0,3,1,0,7,2,6,3,3,6,6,7,4,5,5,7,2,4,7,7,2,1
"310,648","1,995",0,0,13,5,1,3,1,7,5,9,1,0,9,10,0,6,3,7,1,1,1,7,7,1,7,7,7,5,3,5,6,5,6
"103,943","1,990",0,0,15,3,1,1,1,6,4,8,1,0,5,6,6,7,0,5,3,6,6,2,2,7,7,5,8,6,4,2,5,2,6
"392,032","1,997",0,0,15,4,1,1,5,9,5,4,2,0,1,1,6,9,0,5,5,6,1,3,6,2,2,2,4,4,6,6,2,3,5
"336,907","1,996",0,0,13,6,4,3,7,5,6,5,19,1,5,5,6,4,1,5,2,7,4,7,1,4,2,3,6,6,3,1,5,4,5
"382,561","1,997",0,0,11,2,3,1,7,2,4,7,7,0,6,3,3,5,2,4,4,2,4,6,2,4,3,4,2,2,6,2,7,6,1
"369,061","1,997",0,0,11,8,1,1,7,5,3,1,2,0,8,6,3,5,0,6,3,7,2,7,5,5,6,7,4,1,6,4,2,4,4
"303,364","1,995",0,0,13,5,1,1,4,1,5,7,2,0,5,5,6,3,0,6,2,5,3,6,4,3,4,1,6,4,1,6,3,6,5
"359,219","1,996",0,0,11,8,2,1,3,3,4,2,3,0,4,8,6,3,2,6,5,5,6,5,7,4,7,7,8,4,3,3,2,5,7
"52,187","1,972",0,0,15,7,1,1,2,7,5,6,1,0,10,5,0,6,1,1,7,1,1,6,5,1,2,5,4,3,4,2,6,2,3
"9,455","1,991",0,0,15,3,1,1,7,9,4,5,1,0,10,8,6,4,3,2,7,3,4,5,3,7,7,7,2,2,4,7,7,2,1
"353,902","1,996",0,0,13,7,1,1,1,4,5,8,1,0,9,5,0,7,0,4,2,1,7,4,2,1,7,3,5,7,4,2,3,4,5
"343,204","1,996",0,0,16,4,1,4,4,9,4,9,1,0,10,8,6,7,2,1,7,1,7,5,5,1,4,7,2,4,7,7,1,5,1
"355,712","1,996",0,0,16,1,1,1,3,5,4,3,2,0,5,4,6,9,3,5,6,6,4,4,6,6,6,2,4,1,3,5,5,3,3
"390,584","1,997",0,0,14,6,1,3,4,5,3,9,1,0,5,4,6,8,0,4,4,6,7,5,2,6,3,3,8,6,2,3,6,6,4
"33,654","1,990",0,0,12,2,1,1,8,5,4,4,2,0,5,3,0,1,0,7,6,5,7,6,6,7,3,6,8,4,7,2,1,2,3
"315,726","1,996",0,1,14,-8,1,3,4,7,4,8,1,0,8,2,,2,0,,,,,,,,,,,,,,,,
"380,045","1,997",0,0,15,6,1,2,7,6,5,2,1,1,3,5,3,4,2,5,6,2,7,2,7,6,3,7,2,4,5,3,5,2,3
"37,191","1,983",0,0,16,1,1,1,5,8,5,6,1,0,9,4,6,6,1,5,3,4,7,4,5,1,4,4,4,2,7,1,5,3,5
"367,246","1,996",0,0,11,8,3,1,9,5,4,1,6,0,1,1,6,8,0,4,2,2,4,5,7,1,3,6,4,3,7,4,2,6,3
"217,225","1,994",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"93,697","1,991",0,1,12,-5,1,1,7,9,3,3,1,0,5,7,3,6,3,1,1,1,3,5,5,1,4,1,,1,4,7,6,6,6
"75,329","1,989",0,0,12,5,1,1,6,8,4,6,1,0,10,5,6,6,0,5,1,6,5,3,5,6,6,6,7,4,5,3,6,2,1
"279,126","1,995",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48,151","1,992",0,0,14,5,1,1,1,3,5,7,1,0,2,3,6,1,0,2,7,4,2,7,7,1,6,2,6,1,2,7,7,4,1
"273,561","1,995",0,0,12,8,1,1,1,8,4,6,1,0,9,5,6,5,0,2,2,6,6,3,2,5,2,5,5,7,5,7,4,2,1
"273,648","1,995",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"282,998","1,995",0,0,15,6,1,3,8,9,6,6,1,0,10,4,6,5,1,1,2,2,1,7,4,4,3,5,6,7,4,3,6,2,4
"77,279","1,990",0,1,15,-7,1,4,2,9,4,8,1,0,10,1,3,6,2,1,2,1,2,5,3,3,5,4,,3,1,1,1,7,6
"99,360","1,989",0,0,14,7,1,4,2,7,4,8,2,0,7,8,0,7,3,4,1,6,7,2,1,6,6,4,8,6,2,2,5,3,6
"52,185","1,970",0,0,16,6,1,1,3,1,4,2,2,1,7,3,0,5,2,2,1,7,4,1,2,6,4,3,2,3,6,6,6,1,2
"332,740","1,996",0,0,15,5,1,1,2,3,5,8,1,0,8,5,6,3,2,3,7,4,4,7,5,6,1,1,2,5,1,6,4,3,2
"24,576","1,993",0,0,12,3,2,1,5,8,5,8,3,0,7,10,3,9,3,2,6,4,5,1,5,7,4,3,1,7,2,5,7,2,2
"77,842","1,995",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"56,392","1,970",0,0,13,5,1,1,2,6,4,2,2,0,9,6,0,2,1,3,7,2,4,4,4,1,7,5,5,4,4,2,4,6,5
"93,714","1,992",0,1,15,-6,1,1,9,9,4,5,2,0,9,1,3,8,1,2,2,4,1,5,5,1,3,4,,4,2,5,3,5,7
"40,703","1,993",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"366,629","1,996",0,1,14,-6,1,3,5,4,6,7,2,1,9,2,6,4,3,3,1,4,5,2,1,1,3,5,,4,2,3,1,3,5
"371,992","1,997",0,0,11,2,2,1,6,5,3,5,5,0,5,8,0,9,0,3,4,1,1,7,7,3,2,6,2,2,7,2,6,5,2
"5,788","1,990",0,0,12,7,2,1,5,2,3,7,4,0,7,2,0,9,2,6,1,7,5,4,5,7,3,4,3,3,3,6,2,4,4
"96,930","1,993",0,0,16,7,1,2,6,8,5,5,2,0,8,7,3,7,0,2,4,7,1,2,1,4,7,2,1,7,1,2,1,5,6
"372,417","1,997",0,0,12,8,1,2,1,7,6,4,1,0,3,9,3,1,0,5,1,5,6,5,4,7,2,5,6,2,1,5,2,4,7
"222,452","1,994",0,0,13,8,2,1,8,7,4,8,4,0,9,8,0,4,2,2,6,1,7,6,5,1,7,7,4,4,3,3,3,6,3
"242,853","1,994",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"366,255","1,996",0,0,16,4,1,2,4,5,5,7,1,0,8,5,3,6,0,1,6,2,6,1,3,7,1,4,3,3,5,6,3,1,1
"290,374","1,995",0,1,16,-9,1,1,3,9,3,5,1,0,10,1,,5,3,,,,,,,,,,,,,,,,
"25,578","1,992",0,0,15,3,1,1,8,9,4,9,1,0,6,4,6,8,2,5,1,7,1,7,2,1,2,1,7,5,7,2,6,1,6
"243,392","1,994",0,0,12,5,1,3,1,6,3,6,1,1,2,4,6,3,0,5,5,7,6,5,5,7,6,5,5,3,5,5,5,5,2
"255,287","1,994",0,0,11,6,2,3,8,8,4,1,3,0,2,4,0,3,0,5,1,3,7,6,2,2,6,5,2,6,7,3,2,4,1
"360,303","1,996",0,0,16,1,2,4,4,4,5,5,3,1,10,7,6,7,1,6,1,1,7,7,1,6,7,3,4,2,3,5,5,3,5
"345,115","1,996",0,1,13,-4,1,4,1,9,5,5,1,0,9,3,3,6,0,5,1,1,3,5,1,2,2,5,,1,1,1,1,7,4
"10,831","1,992",0,0,11,7,1,1,7,2,5,4,1,0,2,3,6,3,0,1,3,4,2,1,2,4,5,6,2,5,6,2,4,3,4
"361,711","1,996",0,0,16,1,1,3,4,1,2,7,1,0,10,5,3,7,1,1,5,7,5,4,7,6,7,7,6,2,4,4,7,4,3
"362,535","1,996",0,0,14,8,1,1,2,6,5,6,2,0,8,7,6,3,1,4,1,2,5,5,6,6,4,2,3,7,5,5,6,3,1
"102,555","1,993",0,0,12,4,1,1,1,8,5,8,1,0,6,10,6,1,0,4,2,7,6,3,3,7,7,7,4,6,5,3,6,1,3
"394,083","1,997",0,0,14,1,1,1,3,9,4,7,2,0,10,7,3,7,0,3,5,1,6,6,1,1,1,4,8,1,6,5,1,2,5
"363,093","1,996",0,0,15,2,1,1,1,9,6,5,1,0,9,5,6,2,2,5,4,1,3,3,5,2,5,2,6,5,7,7,4,6,4
"81,467","1,993",0,1,16,-8,1,1,3,7,5,6,1,0,8,4,0,5,2,2,5,5,5,5,1,5,2,2,,1,2,1,2,7,7
"232,946","1,994",0,1,11,-2,2,2,8,8,3,7,5,0,2,4,6,8,3,5,1,5,3,4,2,5,5,1,,7,3,6,5,1,1
"44,225","1,983",0,0,12,9,3,1,7,7,4,8,9,0,9,2,3,7,0,7,4,7,5,5,5,5,3,5,5,5,2,2,3,7,4
"325,569","1,996",0,0,15,4,1,2,8,4,4,8,2,0,4,3,3,6,0,4,6,2,1,7,6,2,1,1,4,1,5,7,4,3,2
"382,763","1,997",0,0,11,2,1,1,2,2,5,6,1,0,8,5,6,5,0,4,3,2,6,5,7,6,5,6,5,3,6,3,4,4,1
"5,126","1,993",0,0,13,5,1,1,5,2,6,9,1,0,4,8,0,8,0,3,5,1,2,3,6,1,6,3,8,6,7,5,2,5,1
"205,716","1,994",0,1,14,-8,1,1,1,5,6,4,2,0,9,3,0,8,0,2,1,5,5,4,2,5,4,1,,6,2,7,1,6,6
"56,809","1,993",0,0,14,8,1,1,1,9,4,5,1,0,8,5,3,6,0,3,5,1,2,4,6,4,3,5,2,2,3,2,1,5,3
"389,675","1,997",0,0,16,2,2,3,6,1,2,1,5,0,1,2,6,9,0,1,5,6,7,1,1,7,7,1,3,7,4,7,3,1,3
"206,113","1,994",0,0,12,9,1,1,1,9,5,7,1,0,2,6,6,5,3,5,6,5,6,5,5,7,6,5,7,1,4,1,4,7,1
"257,606","1,995",0,0,12,5,3,1,8,1,4,4,7,0,1,6,0,5,0,4,5,6,5,7,7,4,7,3,2,1,2,5,3,7,1
"349,132","1,996",0,1,13,-2,1,1,5,7,5,3,2,1,7,8,3,3,2,4,2,4,5,3,5,4,1,5,,4,3,1,1,6,1
"48,171","1,981",0,0,13,8,2,1,6,5,3,1,5,1,3,6,6,4,0,1,6,2,1,6,6,6,3,7,8,4,1,1,5,7,4
"307,736","1,995",0,1,13,-5,3,1,3,6,4,9,7,0,10,1,0,7,1,4,2,5,4,2,3,4,1,1,,7,4,5,5,4,1
"276,868","1,995",0,0,14,5,1,1,2,8,3,7,2,0,1,1,0,1,0,4,4,3,7,1,5,6,7,3,6,6,3,7,6,6,4
"255,261","1,994",0,0,16,1,1,2,1,7,6,9,1,1,6,3,6,9,2,7,5,2,1,4,6,4,2,5,6,3,4,7,3,1,5
"244,054","1,994",0,0,12,6,4,1,6,4,4,4,15,2,5,6,0,1,0,6,1,5,6,1,4,7,1,7,7,1,3,4,6,2,5
"384,017","1,997",0,1,16,-6,1,3,1,6,6,4,1,0,10,3,0,7,0,4,1,1,5,5,1,1,1,2,,3,7,7,6,7,6
"316,505","1,996",0,0,15,3,2,1,9,4,4,8,4,0,2,3,0,9,0,6,7,7,3,7,2,1,4,3,3,4,1,7,5,5,5
"326,757","1,996",0,0,11,2,1,1,1,6,4,1,1,0,9,8,3,1,1,2,4,2,6,5,6,6,7,7,8,4,6,2,7,4,1
"294,049","1,995",0,0,11,8,2,1,5,2,3,9,4,1,3,9,3,9,2,4,3,3,5,5,7,3,4,4,8,6,6,4,3,4,5
"96,878","1,972",0,0,13,6,1,1,1,8,4,6,1,0,4,7,0,6,3,7,3,7,7,4,1,7,5,6,8,6,3,2,4,2,7
"5,242","1,992",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"373,367","1,997",0,0,12,8,2,1,5,3,3,3,3,0,6,5,0,7,1,4,1,7,3,1,4,7,6,6,4,4,3,4,4,3,7
"255,557","1,994",0,0,15,7,3,1,8,5,4,3,7,0,7,3,3,9,0,5,5,2,1,7,7,1,1,2,3,7,6,6,2,6,1
"362,424","1,996",0,0,14,4,1,1,1,8,4,1,1,1,10,7,6,8,1,7,1,2,7,1,4,3,7,7,2,4,2,3,7,3,4
"231,845","1,994",0,1,16,-6,1,1,4,8,3,5,1,1,8,2,3,2,1,1,4,5,3,1,1,5,5,5,,6,1,7,1,6,7
"347,047","1,996",0,0,14,3,1,1,4,9,4,9,2,0,7,5,6,2,1,3,1,1,3,4,7,1,2,1,1,3,2,7,7,1,1
"375,765","1,997",0,0,15,5,1,1,3,8,4,6,1,0,9,2,0,8,2,6,7,4,7,5,6,1,1,2,4,5,5,7,6,5,4
"367,369","1,996",0,0,11,8,1,3,6,6,4,8,2,0,3,6,,4,3,,,,,,,,,,,,,,,,
"375,451","1,997",0,0,16,1,1,1,1,9,5,2,1,0,10,9,6,5,1,6,5,1,7,1,1,7,1,4,3,2,4,7,3,4,1
"311,916","1,995",0,0,11,7,3,3,6,2,5,4,7,0,3,5,0,2,0,4,4,4,6,5,4,4,3,4,3,4,4,2,2,7,3
"255,989","1,994",0,0,11,8,3,1,5,1,4,4,7,0,4,10,3,9,0,4,5,1,2,5,5,2,6,7,2,5,3,1,4,6,2
"91,121","1,990",0,0,14,4,2,1,2,7,5,8,4,0,9,7,3,7,0,7,5,6,1,2,3,5,5,1,5,1,2,4,7,1,2
"88,478","1,900",0,1,13,-6,1,2,7,5,6,9,2,0,3,7,3,9,3,4,2,4,1,5,2,3,4,1,,1,2,6,4,4,6
"375,417","1,997",0,0,12,9,3,1,3,7,5,9,8,0,8,10,3,1,2,7,5,7,6,6,7,7,3,7,1,6,1,5,1,5,7
"344,670","1,996",0,0,15,5,1,3,8,8,6,9,1,0,7,10,6,4,2,1,7,1,5,1,2,4,1,2,6,3,7,2,5,1,2
"277,911","1,995",0,0,16,1,2,1,7,8,5,6,4,0,7,4,6,4,0,5,4,5,6,5,3,4,4,5,1,2,7,6,1,3,5
"298,156","1,995",0,0,15,7,1,3,5,7,3,7,1,0,10,5,6,6,0,7,6,4,6,4,6,5,1,6,3,5,7,6,3,3,3
"209,370","1,994",0,1,16,-8,1,1,5,4,5,7,1,0,6,3,6,4,1,5,3,3,2,5,2,3,4,1,,6,6,7,2,7,7
"264,860","1,995",0,0,16,1,1,1,5,8,4,4,1,0,9,6,6,4,0,6,1,1,2,3,6,7,2,5,6,2,3,5,5,3,2
"92,436","1,993",0,0,11,9,1,1,3,5,4,5,2,0,8,7,3,3,2,1,5,7,6,4,4,6,7,7,2,5,2,3,6,3,7
"216,403","1,994",0,0,16,1,2,1,2,5,4,9,3,0,10,6,6,6,1,5,4,2,7,7,4,6,3,5,5,1,7,1,7,1,3
"234,799","1,994",0,0,12,7,1,1,4,9,4,4,1,0,8,9,3,1,1,5,5,6,5,2,6,7,7,6,4,7,4,3,2,1,2
"339,797","1,996",0,0,12,9,1,1,1,6,6,8,2,0,10,9,6,1,2,1,7,1,1,7,2,7,6,1,6,2,2,5,4,4,7
"70,048","1,992",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"261,941","1,995",0,0,12,7,1,1,8,4,3,7,1,0,7,6,6,2,0,6,4,7,7,7,6,6,5,6,7,2,4,3,4,7,2
"315,410","1,996",0,0,15,6,1,1,1,9,4,6,1,0,9,6,6,5,3,6,7,3,3,1,7,5,6,1,7,5,3,1,5,3,3
"10,345","1,990",0,0,14,6,1,1,9,8,3,2,1,0,10,5,6,6,2,6,5,6,2,3,2,4,4,3,3,5,2,3,7,2,3
